,disability,stayed_in_emergency_shelter,minority,hospitalized_due_to_malnutrition,marital_status,Gender,num_shelters_year,years_not_in_residence,Age,num_times_relocated_month,days_since_hot_meal,num_dependents,avg_meal_per_day
7273,no,yes,yes,no,married,female,4,5,35,6,502,3,0
7274,yes,no,yes,yes,single,female,7,1,45,16,505,0,1
7275,no,no,yes,no,married,female,6,2,48,17,558,2,1
7276,no,yes,no,no,married,female,5,11,62,17,192,3,0
7277,no,no,yes,yes,married,female,6,12,34,4,296,2,0
7278,yes,yes,no,yes,single,other,10,8,40,11,214,1,0
7279,no,yes,no,no,married,female,9,9,60,19,371,3,1
7280,yes,yes,yes,no,married,female,9,4,58,6,87,2,0
7281,no,yes,yes,yes,married,male,1,11,52,16,137,0,0
7282,no,no,yes,yes,single,female,6,2,48,9,110,1,1
7283,yes,yes,yes,yes,married,female,3,6,55,9,277,3,1
7284,no,yes,no,no,married,other,10,4,52,17,564,2,0
7285,no,yes,no,yes,married,female,6,5,52,12,78,2,0
7286,yes,yes,no,no,single,female,4,10,30,18,515,3,1
7287,yes,no,yes,yes,single,female,9,10,62,15,569,0,0
7288,no,no,yes,no,single,female,10,11,47,6,381,0,1
7289,yes,yes,no,yes,single,male,1,4,49,8,427,3,1
7290,no,no,yes,yes,single,other,2,7,36,14,459,0,1
7291,yes,no,no,yes,married,male,4,6,64,18,171,0,1
7292,no,yes,no,yes,single,male,4,1,55,19,465,2,1
7293,yes,yes,yes,no,single,male,4,1,19,10,205,1,0
7294,yes,yes,yes,yes,married,female,1,5,20,11,530,3,1
7295,no,no,no,no,single,male,10,5,49,15,255,1,0
7296,yes,no,yes,yes,single,male,8,14,26,14,562,0,0
7297,yes,yes,yes,no,married,female,5,7,55,12,108,2,0
7298,no,no,no,yes,married,other,9,15,33,10,504,0,0
7299,no,no,no,yes,married,other,5,14,29,20,281,2,1
7300,no,no,yes,yes,married,other,5,14,20,12,85,1,1
7301,yes,yes,no,no,single,other,4,11,46,7,404,1,0
7302,no,no,yes,no,married,male,9,6,25,16,346,0,1
7303,no,yes,yes,no,single,female,1,4,33,11,74,3,1
7304,yes,no,no,no,married,other,7,12,52,11,126,2,1
7305,no,no,no,no,single,female,7,3,51,17,484,1,1
7306,no,no,yes,no,single,male,8,5,31,5,590,1,1
7307,no,yes,yes,no,married,other,5,2,33,18,491,1,0
7308,yes,no,no,no,single,female,6,9,44,19,504,1,1
7309,yes,yes,no,yes,married,male,6,15,42,7,340,2,1
7310,yes,yes,no,no,single,male,1,3,36,6,192,2,0
7311,no,yes,yes,no,single,male,8,2,29,10,414,3,0
7312,no,no,no,no,married,female,7,4,20,13,42,1,0
7313,yes,yes,yes,no,single,female,9,1,61,9,462,2,0
7314,yes,no,yes,no,married,female,1,10,48,17,387,3,1
7315,no,no,yes,yes,married,male,1,5,23,10,421,3,1
7316,no,yes,yes,no,married,male,1,14,28,8,198,0,0
7317,no,no,yes,yes,married,other,10,9,40,9,348,2,0
7318,no,yes,yes,no,married,other,4,5,34,20,161,3,0
7319,yes,no,yes,yes,married,female,8,2,63,4,374,0,0
7320,no,no,no,yes,single,female,7,2,27,7,232,2,1
7321,no,no,yes,yes,married,female,8,2,48,11,490,0,1
7322,yes,no,yes,no,married,female,10,2,27,6,348,1,1
7323,no,yes,no,yes,single,male,6,12,61,16,587,1,0
7324,no,no,no,yes,single,female,10,5,28,9,44,3,1
7325,no,yes,yes,yes,single,other,6,3,55,17,462,1,1
7326,no,no,yes,no,single,male,5,8,62,15,48,3,1
7327,no,yes,no,yes,married,male,6,13,58,9,494,0,0
7328,no,yes,no,yes,married,male,8,10,34,17,170,2,0
7329,yes,no,yes,yes,married,female,10,9,28,10,564,2,1
7330,yes,no,no,no,single,other,3,15,28,19,44,1,1
7331,no,no,no,yes,married,male,10,6,48,5,305,3,1
7332,no,no,yes,yes,married,male,5,11,24,8,102,3,0
7333,no,no,yes,no,single,female,9,10,26,14,341,3,1
7334,yes,no,yes,no,single,other,8,14,40,5,198,1,1
7335,yes,yes,yes,no,single,other,9,2,44,18,67,2,1
7336,yes,no,no,yes,single,female,2,6,61,8,371,2,0
7337,no,no,yes,no,single,female,3,4,42,15,152,2,0
7338,no,no,yes,no,single,other,1,13,18,18,512,3,0
7339,no,yes,yes,no,single,male,8,13,19,10,303,1,1
7340,yes,yes,yes,no,single,female,4,9,50,8,281,0,0
7341,no,yes,yes,yes,single,female,4,4,54,20,60,1,1
7342,no,yes,yes,yes,married,female,1,1,58,7,453,1,0
7343,yes,yes,yes,yes,married,female,5,13,54,20,289,0,0
7344,no,yes,yes,no,married,other,8,4,50,16,51,2,0
7345,no,no,yes,no,single,male,10,11,25,4,357,0,1
7346,no,yes,no,yes,single,female,9,9,38,9,110,3,1
7347,yes,no,yes,no,single,other,9,4,28,15,505,3,0
7348,no,yes,yes,no,single,female,2,9,59,16,98,3,0
7349,no,no,yes,yes,single,male,6,15,57,4,371,0,1
7350,yes,yes,yes,no,single,female,7,8,48,8,460,1,1
7351,no,no,no,no,married,male,10,11,41,18,555,0,0
7352,yes,no,no,yes,single,other,10,15,45,18,109,2,0
7353,no,yes,no,no,single,female,9,13,23,9,342,3,1
7354,yes,yes,no,yes,married,female,1,4,47,14,141,2,1
7355,yes,no,yes,yes,single,other,5,5,56,8,288,1,1
7356,no,no,no,no,single,female,7,9,27,4,43,1,0
7357,yes,no,no,no,married,female,4,10,48,14,88,0,1
7358,yes,yes,yes,yes,married,female,6,12,37,11,500,2,0
7359,yes,yes,yes,yes,single,other,8,3,39,10,138,0,1
7360,yes,yes,yes,yes,single,other,3,5,18,9,342,0,1
7361,no,yes,no,no,married,female,10,15,49,12,409,3,0
7362,yes,yes,yes,no,married,male,5,15,25,19,544,3,1
7363,no,yes,no,no,married,female,10,3,39,19,201,0,0
7364,no,yes,yes,no,married,other,4,7,43,4,356,3,1
7365,no,no,yes,no,single,female,5,8,33,16,452,2,1
7366,yes,yes,no,no,single,female,1,1,54,4,256,0,0
7367,yes,no,yes,yes,married,female,1,10,29,16,549,2,0
7368,yes,no,no,no,single,female,10,5,53,7,480,0,1
7369,no,no,no,no,single,female,5,15,39,5,279,2,0
7370,yes,no,no,no,single,male,1,10,42,7,168,1,0
7371,yes,yes,yes,no,married,male,4,14,33,6,384,3,0
7372,no,no,yes,yes,single,female,4,9,36,9,33,2,1
7373,no,yes,no,yes,single,female,9,13,25,8,578,3,0
7374,yes,yes,no,yes,single,other,1,6,39,8,257,0,1
7375,no,yes,no,no,single,female,9,15,41,14,402,2,0
7376,no,yes,no,no,married,male,9,12,25,10,351,2,0
7377,no,yes,yes,yes,married,female,3,9,21,10,310,3,0
7378,no,no,no,yes,single,female,1,2,38,7,303,3,0
7379,no,yes,no,no,married,female,6,3,27,12,284,0,1
7380,no,yes,no,yes,married,female,6,9,24,20,504,0,1
7381,no,no,no,yes,single,male,10,15,20,7,222,2,0
7382,no,yes,yes,yes,married,other,4,3,43,11,309,1,0
7383,no,no,no,yes,single,male,3,8,61,9,31,1,1
7384,no,no,no,no,married,other,1,9,18,15,435,2,1
7385,no,no,yes,yes,married,female,4,1,46,10,442,1,0
7386,yes,no,no,no,single,male,8,4,22,16,569,3,1
7387,no,yes,yes,yes,married,male,6,12,28,6,190,2,0
7388,yes,yes,yes,no,married,other,6,12,42,5,374,2,0
7389,no,yes,no,yes,married,female,8,12,56,18,600,3,0
7390,no,yes,no,no,single,male,7,4,38,5,53,0,0
7391,no,yes,no,yes,single,other,9,9,33,12,391,3,1
7392,no,yes,no,no,single,male,4,8,43,19,590,1,0
7393,no,yes,no,yes,single,male,6,10,33,20,531,2,0
7394,yes,yes,yes,no,married,other,6,7,37,14,409,0,0
7395,yes,no,yes,yes,single,female,3,9,28,5,350,3,0
7396,no,yes,no,yes,single,female,9,14,43,6,251,2,0
7397,yes,yes,no,yes,married,male,2,12,58,20,481,0,1
7398,no,yes,no,yes,single,male,7,7,29,17,196,2,1
7399,no,yes,no,yes,married,female,6,1,26,20,247,0,0
7400,yes,yes,yes,no,married,male,8,11,44,11,419,3,0
7401,yes,yes,no,yes,single,female,9,8,35,10,111,2,0
7402,no,yes,no,no,single,male,5,12,58,15,414,3,0
7403,yes,no,no,yes,married,other,7,1,42,17,359,0,1
7404,yes,yes,no,no,single,male,2,14,25,4,565,2,1
7405,yes,no,no,no,single,male,9,7,41,7,356,1,0
7406,no,no,no,no,single,other,6,6,21,7,241,1,0
7407,no,yes,yes,yes,married,male,3,10,61,19,589,0,1
7408,yes,no,yes,no,single,male,1,3,54,19,526,1,0
7409,yes,yes,yes,no,married,female,7,5,53,11,408,0,1
7410,no,no,no,yes,married,female,5,12,62,12,582,3,1
7411,no,no,no,yes,married,male,4,2,45,7,553,1,1
7412,no,no,no,yes,married,female,8,10,62,8,416,1,1
7413,yes,yes,yes,yes,single,male,7,4,58,4,210,1,0
7414,yes,no,no,no,married,other,4,6,21,18,528,0,0
7415,yes,no,yes,yes,single,female,5,13,49,13,594,1,1
7416,no,no,no,yes,married,female,10,3,32,11,199,0,0
7417,no,yes,no,yes,single,male,2,14,61,5,309,1,1
7418,no,yes,no,no,single,female,9,2,40,13,504,2,1
7419,yes,no,no,yes,married,female,3,9,19,20,372,2,1
7420,yes,no,yes,yes,married,male,4,1,22,8,43,3,1
7421,yes,yes,yes,no,married,male,1,3,41,11,291,1,1
7422,no,no,no,no,married,male,5,15,18,11,474,0,1
7423,no,yes,yes,no,single,female,7,1,46,18,230,1,0
7424,no,yes,yes,no,married,male,9,15,42,15,168,1,1
7425,no,no,yes,yes,single,female,1,6,56,15,552,3,1
7426,yes,no,no,no,married,male,10,9,33,14,329,0,0
7427,yes,yes,yes,yes,single,male,3,11,19,13,483,3,0
7428,no,yes,no,yes,single,other,3,6,64,16,570,3,1
7429,no,yes,yes,yes,single,female,2,1,32,19,556,0,0
7430,yes,no,yes,no,single,female,7,1,46,9,82,0,1
7431,yes,yes,yes,no,married,female,10,10,44,14,480,0,0
7432,yes,yes,no,yes,married,male,8,5,64,20,474,0,0
7433,no,no,yes,yes,married,other,8,12,55,16,393,2,1
7434,yes,yes,no,yes,single,other,4,3,62,20,315,1,1
7435,yes,no,yes,yes,single,male,4,13,64,6,522,2,1
7436,yes,no,no,no,single,other,9,8,42,14,575,1,1
7437,no,no,yes,no,single,male,4,14,38,7,270,2,0
7438,no,yes,yes,no,married,other,6,12,29,16,179,2,0
7439,yes,no,yes,yes,single,other,4,5,23,12,40,3,0
7440,yes,no,no,no,single,other,3,3,52,20,232,0,1
7441,no,no,no,no,single,male,7,12,44,20,580,2,0
7442,yes,no,yes,no,single,other,5,14,19,20,480,0,0
7443,no,no,yes,no,single,other,4,12,31,4,450,3,1
7444,no,no,no,no,married,other,7,6,27,9,546,0,1
7445,no,no,no,no,single,male,1,11,44,8,53,2,0
7446,yes,no,no,yes,married,female,8,5,55,18,399,1,1
7447,no,yes,no,no,single,male,9,4,31,7,460,2,1
7448,yes,yes,no,no,single,male,1,13,48,18,363,2,1
7449,no,yes,yes,yes,single,male,2,11,31,16,236,1,0
7450,no,yes,no,yes,married,female,5,7,29,4,118,1,1
7451,no,yes,no,yes,married,female,5,10,57,16,293,3,0
7452,yes,no,yes,no,married,other,10,6,50,18,74,0,0
7453,yes,yes,yes,no,married,other,8,15,62,20,167,0,1
7454,yes,yes,yes,yes,married,other,3,7,44,16,181,3,1
7455,yes,no,no,yes,single,male,4,13,49,13,580,1,0
7456,yes,no,no,no,single,female,3,15,61,17,426,1,1
7457,yes,yes,no,yes,married,female,7,13,25,14,270,1,1
7458,yes,yes,no,no,single,other,5,1,54,15,391,3,1
7459,no,yes,yes,no,single,female,6,10,32,13,66,1,1
7460,yes,no,no,no,single,male,2,9,62,10,583,2,0
7461,no,no,yes,yes,married,female,4,7,38,8,308,3,0
7462,yes,no,yes,yes,married,male,6,5,38,4,502,3,0
7463,no,no,no,no,married,male,8,12,62,16,412,2,1
7464,yes,no,yes,no,single,male,10,4,22,17,55,2,0
7465,yes,yes,no,yes,single,other,4,1,50,14,50,2,0
7466,yes,yes,yes,no,married,male,6,13,60,12,564,3,1
7467,no,no,yes,no,single,male,2,10,49,14,449,1,0
7468,no,yes,yes,yes,single,male,8,4,38,14,106,3,1
7469,yes,no,no,no,married,female,1,9,41,15,201,3,0
7470,yes,no,no,no,married,other,9,5,52,13,320,2,1
7471,yes,yes,no,yes,single,male,1,14,50,18,511,2,1
7472,no,no,yes,yes,married,other,4,9,43,13,192,0,0
7473,yes,yes,no,yes,single,female,7,10,22,6,344,0,1
7474,yes,yes,yes,yes,single,female,9,7,30,6,536,1,0
7475,yes,no,no,no,married,male,1,10,28,4,252,1,1
7476,yes,no,yes,yes,married,other,5,2,19,15,443,3,0
7477,no,no,yes,yes,single,female,4,13,31,5,89,0,0
7478,no,no,yes,yes,single,male,5,4,49,14,475,3,0
7479,no,yes,no,yes,married,male,4,11,63,12,528,2,1
7480,no,yes,yes,no,single,male,2,13,21,12,201,2,0
7481,no,no,yes,no,married,other,5,15,44,18,423,1,1
7482,no,no,no,yes,married,other,8,3,46,10,342,0,0
7483,no,yes,yes,no,single,female,8,11,30,17,313,3,1
7484,yes,no,yes,no,married,male,4,13,44,11,261,3,1
7485,yes,yes,no,yes,single,male,4,9,45,4,253,2,0
7486,yes,no,yes,no,single,female,1,15,25,18,459,0,0
7487,yes,no,no,no,single,female,8,5,24,12,554,3,1
7488,no,yes,no,no,single,other,9,4,47,14,521,3,1
7489,yes,yes,yes,yes,married,female,2,4,58,17,343,0,1
7490,yes,yes,yes,yes,single,other,10,5,32,4,364,2,0
7491,no,no,no,no,married,male,3,13,54,20,470,2,0
7492,yes,yes,no,yes,single,female,1,6,43,10,222,0,1
7493,no,yes,yes,no,single,male,7,5,41,14,388,1,1
7494,no,no,no,yes,married,female,6,11,26,13,534,3,1
7495,no,no,yes,no,married,female,4,4,46,12,30,2,0
7496,yes,no,yes,yes,single,male,5,12,30,4,179,1,1
7497,yes,no,yes,no,single,other,6,4,59,18,486,1,1
7498,no,yes,yes,yes,single,female,9,3,44,19,598,0,1
7499,yes,no,no,no,single,male,10,14,22,15,168,3,0
7500,no,yes,no,no,single,male,1,3,46,20,305,2,0
7501,yes,yes,no,no,married,male,5,5,19,4,440,3,1
7502,yes,yes,yes,yes,married,male,9,15,64,15,364,2,0
7503,yes,yes,no,no,married,male,8,8,37,10,513,3,1
7504,no,yes,no,no,married,male,8,12,63,7,195,1,0
7505,yes,yes,yes,yes,single,other,2,1,64,7,433,1,0
7506,yes,yes,yes,yes,married,other,4,10,63,6,455,2,0
7507,no,no,no,yes,single,other,1,4,30,11,267,0,1
7508,yes,no,yes,yes,married,female,3,1,55,13,256,1,0
7509,no,yes,yes,yes,married,male,1,14,18,10,53,0,0
7510,yes,no,no,no,married,female,3,6,37,7,436,1,1
7511,no,yes,no,no,married,other,7,10,48,14,141,1,0
7512,no,yes,no,no,single,other,10,2,52,10,52,0,0
7513,no,no,yes,yes,married,other,1,15,23,18,591,2,1
7514,yes,no,yes,yes,married,female,3,13,58,9,349,1,1
7515,yes,no,no,no,single,female,2,7,24,18,186,0,0
7516,yes,yes,yes,no,married,other,6,7,28,9,140,3,1
7517,yes,no,yes,yes,married,female,1,3,28,14,497,0,1
7518,yes,yes,yes,no,married,male,7,3,35,13,192,1,1
7519,no,no,yes,no,single,other,1,9,64,10,394,0,0
7520,no,yes,no,yes,single,female,5,11,44,15,217,1,1
7521,yes,yes,no,no,married,other,3,9,27,13,32,3,0
7522,no,yes,no,yes,single,female,4,5,38,13,131,0,0
7523,yes,yes,yes,no,married,male,5,6,57,19,316,2,0
7524,yes,yes,no,yes,married,other,9,7,28,18,534,1,0
7525,no,no,no,no,married,male,7,3,28,17,564,3,1
7526,yes,yes,yes,no,single,other,2,2,27,13,577,2,1
7527,yes,no,no,yes,married,female,7,11,25,9,575,0,0
7528,no,yes,no,no,single,male,10,4,23,17,473,1,1
7529,yes,yes,yes,yes,married,other,1,9,43,20,532,0,0
7530,yes,no,no,no,single,other,5,8,35,18,103,2,0
7531,no,yes,no,no,single,male,4,9,18,18,551,3,0
7532,no,no,yes,yes,married,female,6,1,26,15,409,0,0
7533,no,no,yes,no,single,male,9,11,21,9,600,2,0
7534,yes,no,no,no,married,male,2,2,46,12,60,2,0
7535,no,yes,no,yes,married,male,4,14,24,18,94,2,1
7536,yes,no,yes,no,single,female,6,1,48,15,383,1,0
7537,no,no,no,no,single,female,3,1,59,18,421,3,0
7538,yes,yes,yes,no,single,male,8,4,36,8,107,3,0
7539,no,no,yes,no,married,male,5,15,41,12,175,2,1
7540,yes,no,no,yes,single,other,9,12,43,13,474,2,0
7541,yes,no,no,yes,single,male,7,2,27,14,316,3,0
7542,no,yes,no,yes,married,female,2,7,27,9,414,0,1
7543,no,no,yes,yes,single,male,5,14,52,15,241,0,0
7544,no,yes,yes,yes,married,other,6,11,60,12,485,3,1
7545,yes,no,no,yes,married,female,4,6,58,20,133,0,0
7546,no,no,yes,no,married,female,7,14,33,10,169,1,0
7547,yes,yes,no,yes,single,male,2,15,61,5,59,1,1
7548,yes,yes,no,yes,married,other,8,9,49,5,550,2,0
7549,yes,no,no,yes,single,other,4,2,50,17,264,3,0
7550,yes,yes,no,yes,single,male,9,12,24,14,589,3,1
7551,yes,yes,yes,no,single,male,9,13,47,5,72,0,1
7552,yes,no,yes,yes,married,male,5,5,46,9,229,0,0
7553,no,yes,no,yes,single,female,10,5,44,8,35,1,0
7554,yes,no,no,no,single,other,5,10,64,12,504,1,1
7555,no,no,no,no,single,female,8,4,29,12,539,2,1
7556,yes,yes,yes,no,single,male,10,1,56,12,151,2,1
7557,yes,yes,no,yes,single,other,6,6,28,11,281,1,1
7558,yes,no,no,yes,married,female,6,2,27,11,418,0,1
7559,no,no,no,yes,single,male,8,1,39,5,179,0,0
7560,no,yes,yes,no,single,other,10,13,52,15,219,3,1
7561,no,no,no,yes,single,other,7,15,36,8,338,2,0
7562,yes,yes,no,no,single,other,7,2,37,11,252,0,0
7563,yes,no,yes,yes,single,other,8,12,62,19,531,0,0
7564,yes,yes,no,yes,married,other,2,12,59,11,130,2,0
7565,yes,yes,yes,no,single,other,1,5,36,16,84,0,0
7566,yes,yes,no,no,married,female,10,14,54,17,339,1,1
7567,yes,no,yes,yes,single,other,7,11,37,11,413,1,1
7568,no,no,no,no,single,other,2,9,52,7,369,3,0
7569,yes,yes,yes,no,married,female,1,8,43,7,275,1,0
7570,no,no,no,yes,married,male,10,5,43,20,43,2,1
7571,no,no,no,no,single,other,6,1,44,12,482,0,0
7572,yes,no,yes,yes,single,other,7,9,45,10,527,3,0
7573,no,no,no,no,single,female,5,2,44,4,88,0,0
7574,yes,no,no,yes,married,other,9,1,36,9,369,2,1
7575,no,yes,no,no,married,female,4,9,51,18,68,0,1
7576,yes,yes,yes,yes,single,other,6,14,28,10,358,3,1
7577,yes,no,no,no,single,female,1,6,21,16,58,0,1
7578,yes,yes,no,no,single,other,3,5,50,4,291,2,0
7579,yes,yes,no,yes,single,female,8,2,36,4,373,1,0
7580,yes,yes,no,no,single,male,7,15,53,20,300,3,0
7581,no,yes,no,yes,single,other,3,8,57,20,538,0,0
7582,no,no,no,yes,married,other,4,6,46,4,255,2,0
7583,no,no,yes,no,married,other,2,3,65,17,87,2,1
7584,no,no,no,no,married,male,1,11,37,13,310,0,0
7585,no,no,no,yes,married,male,4,1,58,12,493,3,1
7586,no,no,yes,no,single,other,5,15,27,20,597,3,0
7587,no,yes,yes,yes,single,other,10,10,30,5,58,1,0
7588,no,no,yes,no,single,male,10,1,53,5,584,0,0
7589,yes,yes,yes,yes,married,other,3,3,59,6,458,1,0
7590,yes,no,yes,yes,married,female,4,11,56,13,185,0,0
7591,yes,yes,no,no,married,female,10,1,20,13,528,3,1
7592,no,yes,yes,yes,married,female,9,5,30,11,353,3,1
7593,yes,no,no,yes,married,male,4,2,63,14,512,0,1
7594,no,yes,yes,yes,married,other,6,15,41,5,168,0,1
7595,no,yes,no,no,single,other,1,7,23,8,257,2,0
7596,no,yes,no,no,single,female,1,1,20,20,587,0,0
7597,no,yes,yes,yes,married,female,10,5,61,10,38,0,0
7598,yes,yes,no,no,married,other,2,5,38,9,255,2,0
7599,yes,no,yes,yes,married,male,3,14,36,16,417,3,0
7600,yes,yes,no,yes,single,male,2,8,57,10,288,1,0
7601,yes,yes,no,yes,married,female,3,11,25,15,257,0,0
7602,yes,yes,no,yes,single,other,2,4,35,10,139,3,1
7603,yes,no,no,yes,single,male,10,2,41,19,408,0,0
7604,yes,yes,yes,no,married,male,10,11,49,11,30,1,1
7605,yes,yes,no,no,single,male,4,4,18,19,371,0,1
7606,yes,yes,no,yes,single,other,9,9,18,6,295,1,1
7607,yes,no,no,yes,single,male,8,9,41,16,32,2,1
7608,no,no,no,yes,single,male,3,2,23,4,591,1,1
7609,no,no,no,yes,single,female,10,15,45,7,328,2,1
7610,yes,yes,yes,yes,married,male,10,11,43,12,591,0,0
7611,no,no,yes,no,single,other,2,13,22,18,377,3,0
7612,no,yes,yes,yes,single,male,8,3,57,7,583,3,1
7613,yes,yes,yes,yes,single,female,1,11,21,4,210,1,0
7614,no,no,no,yes,married,female,8,12,51,17,504,0,0
7615,yes,yes,no,yes,married,male,9,1,18,12,197,2,1
7616,yes,yes,no,no,married,other,6,4,44,9,270,3,1
7617,no,no,yes,no,single,male,10,14,23,4,481,3,0
7618,no,no,no,yes,married,female,3,14,41,15,74,2,0
7619,yes,yes,no,yes,married,other,3,2,50,9,465,3,1
7620,yes,no,yes,yes,single,male,7,6,52,6,472,2,0
7621,no,yes,yes,yes,single,female,7,13,56,18,398,0,1
7622,yes,yes,yes,yes,married,male,5,5,32,15,410,3,0
7623,no,no,yes,no,married,male,5,15,43,10,193,0,0
7624,yes,no,yes,yes,married,female,3,7,30,11,264,3,1
7625,no,yes,yes,no,single,male,10,13,51,19,270,3,1
7626,no,yes,no,yes,single,other,8,2,56,12,51,0,0
7627,yes,yes,no,yes,single,female,8,5,24,10,453,1,0
7628,yes,no,no,yes,married,male,7,12,53,15,539,1,0
7629,yes,no,no,no,single,female,3,12,33,12,94,2,1
7630,yes,yes,yes,yes,married,other,9,8,19,7,119,0,1
7631,no,yes,yes,no,single,male,4,1,41,9,564,2,1
7632,no,yes,no,no,married,female,9,14,19,18,265,1,1
7633,yes,yes,no,yes,married,female,3,14,40,14,388,2,0
7634,no,yes,no,yes,single,other,6,4,45,6,178,2,0
7635,yes,no,no,no,married,female,1,7,18,14,415,3,1
7636,no,no,no,no,married,female,9,7,48,8,599,1,0
7637,yes,yes,yes,no,single,male,2,1,34,12,489,1,0
7638,yes,yes,yes,yes,single,female,9,5,27,7,97,3,0
7639,no,yes,yes,yes,married,other,6,10,50,14,114,2,0
7640,yes,yes,no,no,single,female,8,10,28,5,341,0,0
7641,no,yes,no,no,single,female,2,10,19,18,88,2,0
7642,yes,yes,no,no,single,other,7,13,20,8,193,1,0
7643,no,no,yes,no,single,other,3,11,27,17,427,2,1
7644,no,no,no,no,single,female,1,1,54,13,337,3,0
7645,yes,yes,yes,yes,married,female,5,14,44,8,256,2,0
7646,no,no,yes,yes,married,female,5,6,60,5,199,0,1
7647,yes,no,yes,no,single,female,8,4,31,19,547,0,0
7648,yes,no,yes,yes,single,other,7,4,48,6,280,0,1
7649,no,no,yes,yes,single,female,5,10,26,12,255,1,1
7650,no,yes,no,yes,single,other,6,11,21,7,440,2,1
7651,yes,no,yes,no,married,male,3,3,36,12,489,1,1
7652,no,no,yes,no,single,other,1,11,32,15,209,3,0
7653,yes,yes,no,no,married,male,8,10,50,4,564,0,0
7654,yes,yes,yes,yes,single,male,1,12,39,10,185,0,1
7655,no,yes,yes,no,married,other,2,14,40,8,494,3,1
7656,no,no,yes,no,single,other,5,14,52,7,580,1,1
7657,no,no,no,no,single,female,1,6,57,7,238,0,0
7658,no,yes,yes,yes,single,female,2,11,41,6,592,0,0
7659,no,no,no,yes,single,male,8,7,60,15,458,3,1
7660,yes,yes,yes,no,married,male,1,6,31,11,298,2,0
7661,no,no,yes,no,single,female,1,8,24,10,470,1,0
7662,yes,no,yes,yes,single,other,3,8,58,15,325,1,1
7663,no,no,yes,yes,married,male,4,11,32,12,37,0,0
7664,yes,yes,yes,no,single,female,5,1,34,4,344,3,1
7665,yes,no,no,yes,single,other,8,8,19,20,174,3,1
7666,yes,yes,no,no,single,male,5,1,56,8,158,3,0
7667,no,no,yes,no,married,female,8,15,21,8,484,1,0
7668,yes,yes,no,no,married,male,7,12,44,5,505,1,0
7669,no,yes,yes,yes,single,male,6,8,52,16,419,1,1
7670,no,yes,no,no,single,female,8,10,18,6,51,3,1
7671,no,yes,yes,yes,married,female,2,1,22,19,52,1,1
7672,no,yes,no,yes,single,other,4,8,49,14,520,1,0
7673,no,yes,yes,yes,married,other,5,11,63,15,566,3,0
7674,yes,yes,yes,yes,married,other,8,4,27,4,398,0,0
7675,yes,yes,no,no,single,other,5,11,29,17,111,3,0
7676,yes,no,no,yes,married,male,2,2,50,4,558,1,1
7677,no,yes,no,yes,single,other,1,3,65,11,267,0,0
7678,yes,no,yes,yes,married,female,5,10,27,15,409,3,1
7679,no,yes,yes,no,married,female,10,10,58,20,331,2,0
7680,no,no,no,yes,single,male,5,7,25,15,162,2,1
7681,no,yes,yes,no,single,other,7,12,48,9,226,3,0
7682,yes,yes,no,yes,married,female,10,8,18,9,500,0,1
7683,no,yes,no,no,single,female,5,1,22,14,31,1,1
7684,yes,yes,no,no,single,other,9,6,46,4,178,3,1
7685,yes,yes,no,yes,single,other,5,15,43,10,482,2,0
7686,no,no,no,no,single,male,3,6,33,15,96,2,0
7687,yes,no,no,yes,single,male,4,6,25,9,71,3,0
7688,yes,no,yes,no,married,female,10,4,50,7,296,1,1
7689,no,no,no,no,single,male,1,14,47,8,448,2,0
7690,yes,no,no,yes,married,male,6,4,58,6,462,2,0
7691,no,no,yes,yes,married,male,6,8,34,10,166,0,0
7692,no,yes,no,no,married,male,4,6,20,5,280,3,0
7693,yes,yes,no,yes,married,male,2,7,28,7,204,1,0
7694,no,yes,no,yes,single,male,6,2,36,18,501,1,0
7695,no,no,yes,yes,married,male,5,12,29,18,320,0,1
7696,yes,yes,no,yes,married,male,3,11,23,14,472,3,0
7697,no,yes,no,yes,single,other,4,8,61,14,155,3,0
7698,yes,no,no,yes,single,male,4,15,37,14,140,3,1
7699,no,no,yes,no,single,male,5,15,20,15,276,2,0
7700,yes,no,no,yes,married,female,1,15,52,9,369,2,0
7701,no,yes,no,yes,single,other,10,13,37,15,213,1,0
7702,no,yes,no,no,single,female,2,11,32,11,520,1,1
7703,yes,no,no,no,single,other,4,8,47,4,277,0,0
7704,yes,yes,no,yes,single,other,4,7,21,15,560,1,1
7705,no,no,yes,yes,single,male,2,9,23,11,138,0,1
7706,yes,no,yes,no,single,other,4,6,44,7,503,1,0
7707,yes,no,no,no,married,other,4,4,53,6,265,2,1
7708,no,no,no,yes,single,other,9,10,55,9,459,2,1
7709,yes,no,no,yes,single,female,2,2,34,8,209,2,1
7710,no,yes,yes,no,single,male,3,1,52,19,444,1,0
7711,no,yes,yes,no,single,male,1,14,65,16,585,3,0
7712,no,yes,no,no,married,male,10,1,31,18,202,1,0
7713,no,no,no,no,married,male,8,13,47,5,578,1,1
7714,yes,no,no,no,married,female,5,13,37,17,225,3,0
7715,no,no,yes,no,married,other,10,4,51,12,349,2,0
7716,yes,yes,no,yes,single,other,8,9,24,11,168,2,0
